# Program:featureCounts v1.5.2; Command:"featureCounts" "-T" "16" "-t" "mRNA" "-f" "-O" "-g" "ID" "-p" "-B" "-C" "-a" "/gpfs/group/pipkin/hdiao/Exp337/codes_hpc/Mus_musculus.GRCm38.102.mRNA.simp.rmdup.srt.gff3" "-o" "/gpfs/group/pipkin/hdiao/Exp337/2_featureCounts/337_14_pos_mRNA.txt" "/gpfs/group/pipkin/hdiao/Exp337/1_bowtie2/337_14_srt_flt_pos_srt.bam" 
Geneid	Chr	Start	End	Strand	Length	/gpfs/group/pipkin/hdiao/Exp337/1_bowtie2/337_14_srt_flt_pos_srt.bam
Bop1	15	76452989	76477277	-	24289	1563
Scx	15	76457520	76459449	+	1930	135
Hsf1	15	76477422	76501913	+	24492	13
Dgat1	15	76502015	76511951	-	9937	48
Scrt1	15	76516203	76522499	-	6297	3
Tmem249	15	76533213	76534931	-	1719	1
Fbxl6	15	76535721	76538735	-	3015	99
Slc52a2	15	76538832	76544608	+	5777	3
Adck5	15	76576358	76595816	+	19459	25
Cpsf1	15	76595806	76607591	-	11786	587
Slc39a4	15	76612383	76617384	-	5002	9
Vps28	15	76622109	76626074	-	3966	51
Tonsl	15	76626002	76639958	-	13957	20
Cyhr1	15	76643395	76660117	-	16723	153
Kifc2	15	76659858	76668196	+	8339	4
Foxh1	15	76668225	76669948	-	1724	2
Ppp1r16a	15	76671615	76694919	+	23305	4
Gpt	15	76695716	76699686	+	3971	3
Mfsd3	15	76701465	76704239	+	2775	2
Recql4	15	76703553	76710548	-	6996	14
Lrrc14	15	76710623	76717699	+	7077	12
Lrrc24	15	76715276	76722173	-	6898	40
C030006K11Rik	15	76721465	76723840	-	2376	32
Arhgap39	15	76723985	76818170	-	94186	504
Zfp251	15	76851609	76871435	-	19827	43
Zfp7	15	76879259	76892395	+	13137	3
Gm49527	15	76879434	76901283	+	21850	7
Commd5	15	76899910	76901305	+	1396	2
Rpl8	15	76904078	76906314	+	2237	1
Zfp647	15	76910371	76925448	-	15078	6
1110038F14Rik	15	76948506	76950979	+	2474	1
Mb	15	77015487	77050670	-	35184	6
Apol6	15	77044729	77057106	+	12378	3
Rbfox2	15	77078990	77307004	-	228015	37
Apol7a	15	77388219	77399110	-	10892	0
Apol9a	15	77403789	77411135	-	7347	0
Apol7b	15	77422209	77447460	-	25252	13
Apol10a	15	77477047	77491069	+	14023	1
Apol11a	15	77508271	77518051	+	9781	0
Apol7c	15	77524852	77533316	-	8465	1
1700025B11Rik	15	77558239	77561892	-	3654	1
Apol10b	15	77583819	77596125	-	12307	1
Gm36245	15	77599258	77602854	+	3597	0
Apol11b	15	77633946	77643286	-	9341	3
Apol7e	15	77698905	77719285	+	20381	2
Apol9b	15	77729039	77736382	+	7344	0
Apol8	15	77747798	77757003	-	9206	11
Myh9	15	77760587	77842175	-	81589	1628
Txn2	15	77915047	77929006	-	13960	224
Foxred2	15	77940522	77956722	-	16201	98
Eif3d	15	77958998	77970813	-	11816	348
Cacng2	15	77991748	78120028	-	128281	24
Ift27	15	78159463	78174107	-	14645	18
Pvalb	15	78191114	78206400	-	15287	1
Ncf4	15	78244801	78262580	+	17780	5
Csf2rb2	15	78282507	78305721	-	23215	10
Csf2rb	15	78325752	78353847	+	28096	7
Tex33	15	78378400	78395912	-	17513	2
Tst	15	78399556	78405907	-	6352	0
Mpst	15	78406416	78414013	+	7598	0
Kctd17	15	78428564	78439303	+	10740	0
Tmprss6	15	78439667	78468634	-	28968	8
Il2rb	15	78479256	78495271	-	16016	436
C1qtnf6	15	78523346	78531416	-	8071	0
Sstr3	15	78537008	78544685	-	7678	1
Rac2	15	78559167	78572783	-	13617	115
Cyth4	15	78597047	78622019	+	24973	4
Elfn2	15	78667331	78718771	-	51441	26
Mfng	15	78755882	78773475	-	17594	512
Card10	15	78775138	78803042	-	27905	7
Cdc42ep1	15	78842624	78850897	+	8274	1
Lgals2	15	78850860	78855529	-	4670	0
Gga1	15	78877190	78894585	+	17396	9
Gm49510	15	78899667	78919032	+	19366	2
Sh3bp1	15	78899768	78912051	+	12284	1
Pdxp	15	78913919	78919517	+	5599	1
Lgals1	15	78926725	78930465	+	3741	2
Nol12	15	78934933	78943638	+	8706	0
Triobp	15	78947724	79005869	+	58146	14
H1f0	15	79028450	79030504	+	2055	0
Gcat	15	79030874	79042531	+	11658	1
Galr3	15	79041885	79043558	+	1674	1
Ankrd54	15	79053094	79062885	-	9792	41
Eif3l	15	79075179	79094405	+	19227	9
Micall1	15	79108964	79136900	+	27937	3
1700088E04Rik	15	79134655	79141253	-	6599	0
Polr2f	15	79141009	79151774	+	10766	3
Sox10	15	79154908	79165240	-	10333	2
Pick1	15	79229173	79249484	+	20312	6
Gm49486	15	79229391	79256674	+	27284	10
Slc16a8	15	79251014	79254761	-	3748	1
Baiap2l2	15	79258195	79285537	-	27343	6
Pla2g6	15	79286228	79328390	-	42163	315
Maff	15	79346621	79359076	+	12456	15
Tmem184b	15	79360684	79403569	-	42886	306
Csnk1e	15	79417856	79455566	-	37711	193
Kcnj4	15	79483714	79505241	-	21528	0
Kdelr3	15	79516411	79527739	+	11329	40
Ddx17	15	79527736	79546741	-	19006	583
Dmc1	15	79561497	79605109	-	43613	10
Fam227a	15	79609576	79658956	-	49381	6
Cby1	15	79659199	79667660	+	8462	2
Tomm22	15	79670861	79673400	+	2540	6
Josd1	15	79674251	79687919	-	13669	96
Gtpbp1	15	79690845	79721479	+	30635	17
Sun2	15	79724070	79742536	-	18467	220
Dnal4	15	79761453	79776972	-	15520	21
Nptxr	15	79786351	79804766	-	18416	3
Npcd	15	79789675	79834237	-	44563	72
Cbx6	15	79823896	79834688	-	10793	54
Apobec3	15	79891659	79915906	+	24248	98
Cbx7	15	79915807	79971119	-	55313	774
Pdgfb	15	79995874	80014808	-	18935	686
Rpl3	15	80077791	80091868	-	14078	935
Syngr1	15	80091334	80119501	+	28168	7
Tab1	15	80133127	80161707	+	28581	7
Mgat3	15	80173721	80215519	+	41799	4
Mief1	15	80234018	80253371	+	19354	0
AC140267.1	15	80235835	80236047	+	213	0
Atf4	15	80255184	80257541	+	2358	3
Rps19bp1	15	80260615	80264315	-	3701	56
Cacna1i	15	80287238	80398279	+	111042	27
Enthd1	15	80452240	80565156	-	112917	31
Grap2	15	80572594	80652854	+	80261	18
Fam83f	15	80671847	80700425	+	28579	8
Tnrc6b	15	80711313	80941085	+	229773	38
Adsl	15	80948490	80970946	+	22457	2
Sgsm3	15	80977765	81012290	+	34526	23
Mrtfa	15	81012281	81190757	-	178477	777
Mchr1	15	81235499	81238964	+	3466	0
Slc25a17	15	81318911	81360812	-	41902	170
St13	15	81363669	81400077	-	36409	171
Xpnpep3	15	81400138	81457482	+	57345	12
Dnajb7	15	81406926	81408299	-	1374	0
Rbx1	15	81466296	81476369	+	10074	0
Ep300	15	81585397	81652077	+	66681	23
L3mbtl2	15	81663889	81688315	+	24427	10
Chadl	15	81678296	81697287	-	18992	10
Rangap1	15	81704248	81745530	-	41283	586
Zc3h7b	15	81745057	81796260	+	51204	16
Tef	15	81802421	81826863	+	24443	15
Tob2	15	81848272	81858522	-	10251	155
Phf5a	15	81864520	81871911	-	7392	121
Aco2	15	81872309	81915133	+	42825	319
Polr3h	15	81915029	81926240	-	11212	231
Csdc2	15	81936759	81950941	+	14183	7
Pmm1	15	81951108	81960930	-	9823	15
1700029P11Rik	15	81980540	81981563	+	1024	0
Xrcc6	15	81987835	82040085	+	52251	222
Desi1	15	81992523	82016225	-	23703	142
Snu13	15	82040525	82047598	-	7074	89
4930407I10Rik	15	82059151	82066540	+	7390	1
Mei1	15	82069996	82126814	+	56819	10
Ccdc134	15	82127922	82142203	+	14282	1
Srebf2	15	82147181	82205379	+	58199	8
Shisa8	15	82206168	82212815	-	6648	2
Tnfrsf13c	15	82221743	82224369	-	2627	0
Cenpm	15	82233779	82244748	-	10970	7
1500009C09Rik	15	82252397	82260753	+	8357	4
Septin3	15	82268802	82294574	+	25773	7
Wbp2nl	15	82298954	82314623	+	15670	5
Naga	15	82329532	82338925	-	9394	23
Smdt1	15	82338959	82349091	+	10133	13
Pheta2	15	82340858	82345743	+	4886	3
Ndufa6	15	82350140	82354322	-	4183	19
Cyp2d22	15	82370527	82380257	-	9731	0
Cyp2d11	15	82389154	82394022	-	4869	2
Cyp2d10	15	82402846	82407195	-	4350	1
Cyp2d9	15	82433437	82456845	+	23409	7
Cyp2d12	15	82555072	82559434	+	4363	1
Cyp2d34	15	82615965	82620946	-	4982	0
AC118710.1	15	82636750	82642025	-	5276	1
Cyp2d40	15	82759833	82764183	-	4351	0
Cyp2d26	15	82790101	82794294	-	4194	7
Tcf20	15	82808436	82987872	-	179437	1250
Nfam1	15	82992973	83033306	-	40334	13
Serhl	15	83089508	83116674	+	27167	96
Rrp7a	15	83113433	83122801	-	9369	257
Poldip3	15	83125976	83149384	-	23409	267
Cyb5r3	15	83153494	83172592	-	19099	55
A4galt	15	83226722	83251774	-	25053	10
Arfgap3	15	83299739	83350247	-	50509	57
Pacsin2	15	83375607	83464606	-	89000	394
Ttll1	15	83483769	83510893	-	27125	2
Bik	15	83526862	83544634	+	17773	7
Mcat	15	83546797	83555735	-	8939	38
Tspo	15	83563592	83574203	+	10612	12
Ttll12	15	83575090	83595157	-	20068	104
Scube1	15	83605003	83725021	-	120019	22
Mpped1	15	83779467	83858494	+	79028	25
Efcab6	15	83866712	84065349	-	198638	50
Sult4a1	15	84076097	84105754	-	29658	4
Pnpla5	15	84112356	84123175	-	10820	0
Pnpla3	15	84167837	84186206	+	18370	0
Samm50	15	84192241	84217267	+	25027	8
Parvb	15	84232043	84315688	+	83646	26
Parvg	15	84324720	84342978	+	18259	14
Shisal1	15	84379203	84447097	-	67895	11
Rtl6	15	84553398	84557823	-	4426	5
Prr5	15	84669620	84703673	+	34054	8
Arhgap8	15	84720052	84772207	+	52156	12
Phf21b	15	84785381	84856049	-	70669	47
Gm29666	15	84910438	84920038	-	9601	31
Nup50	15	84923411	84942963	+	19553	1
5031439G07Rik	15	84943936	84988000	-	44065	85
Upk3a	15	85017141	85022547	+	5407	1
Fam118a	15	85037089	85062830	+	25742	1
Smc1b	15	85064689	85131964	-	67276	7
Ribc2	15	85132078	85144570	+	12493	2
Fbln1	15	85205949	85286535	+	80587	7
Atxn10	15	85336245	85463212	+	126968	13
7530416G11Rik	15	85492736	85503227	-	10492	1
Wnt7b	15	85535437	85582473	-	47037	4
Ppara	15	85735564	85802819	+	67256	8
Cdpf1	15	85806972	85811697	-	4726	21
Pkdrej	15	85814670	85821734	-	7065	3
Ttc38	15	85832306	85858822	+	26517	7
Gtse1	15	85859745	85876573	+	16829	1
Trmu	15	85879312	85897392	+	18081	1
Celsr1	15	85898929	86034203	-	135275	271
Gramd4	15	86057695	86137634	+	79940	21
Cerk	15	86139129	86186141	-	47013	54
Tbc1d22a	15	86214459	86498503	+	284045	61
Tafa5	15	87544299	87759364	+	215066	44
Zdhhc25	15	88600302	88601669	+	1368	0
Brd1	15	88687034	88734233	-	47200	673
Zbed4	15	88751660	88784516	+	32857	3
Alg12	15	88805244	88819318	-	14075	44
Creld2	15	88819646	88826683	+	7038	3
Pim3	15	88862186	88865726	+	3541	1
Ttll8	15	88890633	88954418	-	63786	10
Mlc1	15	88955884	88979007	-	23124	5
Mov10l1	15	88982909	89055152	+	72244	17
Panx2	15	89059734	89073567	+	13834	1
Trabd	15	89075124	89087077	+	11954	3
Selenoo	15	89089084	89100340	+	11257	42
Tubgcp6	15	89098357	89123087	-	24731	180
Hdac10	15	89123307	89128700	-	5394	27
Mapk12	15	89130584	89140621	-	10038	1
Mapk11	15	89142487	89149628	-	7142	87
Plxnb2	15	89155549	89180788	-	25240	7
Dennd6b	15	89182213	89196448	-	14236	242
Ppp6r2	15	89211553	89286264	+	74712	118
Sbf1	15	89288236	89315311	-	27076	985
Adm2	15	89322720	89324731	+	2012	0
Miox	15	89334398	89337015	+	2618	1
Lmf2	15	89351004	89355659	-	4656	28
Ncaph2	15	89355719	89372826	+	17108	56
Sco2	15	89371637	89373846	-	2210	29
Tymp	15	89371931	89377039	-	5109	27
Odf3b	15	89377449	89379587	-	2139	0
Klhdc7b	15	89384917	89388867	+	3951	0
Syce3	15	89390174	89410503	-	20330	5
Cpt1b	15	89416405	89425863	-	9459	39
Gm44502	15	89416405	89429696	-	13292	132
Chkb	15	89426367	89429899	-	3533	94
Mapk8ip2	15	89453913	89464468	+	10556	0
Arsa	15	89472476	89477425	-	4950	7
Shank3	15	89499623	89560261	+	60639	15
Acr	15	89568326	89574585	+	6260	0
Rabl2	15	89582533	89591923	-	9391	4
Syt10	15	89782393	89841860	-	59468	14
Alg10b	15	90224311	90233471	+	9161	1
Cpne8	15	90487482	90679432	-	191951	15
Kif21a	15	90933276	91049948	-	116673	17
Abcd2	15	91145871	91191799	-	45929	0
CN725425	15	91199494	91260894	+	61401	11
Slc2a13	15	91267696	91573261	-	305566	51
Lrrk2	15	91673175	91816120	+	142946	18
Smgc	15	91838265	91861438	+	23174	6
Muc19	15	91870471	91934554	+	64084	17
Cntn1	15	92051165	92341967	+	290803	43
Pdzrn4	15	92396881	92771819	+	374939	62
Gxylt1	15	93239742	93275179	-	35438	84
Yaf2	15	93284278	93336935	-	52658	214
Zcrb1	15	93386097	93398334	-	12238	63
Pphln1	15	93398350	93491510	+	93161	8
Prickle1	15	93499114	93595891	-	96778	36
Adamts20	15	94270163	94404258	-	134096	19
Pus7l	15	94522688	94543547	-	20860	89
Irak4	15	94543643	94581815	+	38173	41
Twf1	15	94577951	94589889	-	11939	66
Tmem117	15	94629250	95096098	+	466849	88
Nell2	15	95075230	95528559	-	453330	88
Dbx2	15	95623563	95655960	-	32398	6
Ano6	15	95790843	95974751	+	183909	33
Arid2	15	96287518	96404992	+	117475	27
Scaf11	15	96411699	96460843	-	49145	370
Slc38a1	15	96571418	96642913	-	71496	1261
Slc38a2	15	96687392	96699730	-	12339	694
Slc38a4	15	96994820	97055956	-	61137	13
Amigo2	15	97244125	97247287	-	3163	16
Pced1b	15	97247107	97385680	+	138574	45
Rpap3	15	97675097	97705825	-	30729	81
Endou	15	97711015	97731339	-	20325	2
Rapgef3	15	97744770	97767972	-	23203	8
Slc48a1	15	97784355	97792692	+	8338	426
Hdac7	15	97792664	97844502	-	51839	8205
Vdr	15	97854425	97910630	-	56206	11
Tmem106c	15	97964200	97970275	+	6076	1
Col2a1	15	97975602	98004695	-	29094	4
Senp1	15	98038744	98093744	-	55001	289
Pfkm	15	98092589	98132451	+	39863	40
Asb8	15	98134637	98165625	-	30989	25
Ccdc184	15	98167158	98170134	+	2977	1
Olfr288	15	98186013	98195542	-	9530	1
Gm44579	15	98186017	98220977	-	34961	6
Olfr287	15	98206971	98221056	-	14086	2
Olfr286	15	98224308	98234450	-	10143	5
H1f7	15	98255986	98257293	-	1308	0
Zfp641	15	98285585	98296161	-	10577	2
Olfr285	15	98309203	98317353	-	8151	4
Olfr284	15	98340022	98340987	-	966	1
Olfr283	15	98377699	98380946	-	3248	1
Olfr282	15	98431225	98438638	+	7414	0
Olfr281	15	98452588	98460395	+	7808	4
OR5BS1P	15	98469896	98478982	+	9087	1
Lalba	15	98480400	98482721	-	2322	0
Olfr279	15	98492402	98502637	+	10236	3
Kansl2	15	98517658	98534264	-	16607	244
Ccnt1	15	98538689	98570923	-	32235	289
4930415O20Rik	15	98571004	98589580	+	18577	4
Adcy6	15	98589973	98610076	-	20104	50
Cacnb3	15	98632376	98644529	+	12154	13
Ddx23	15	98645134	98662889	-	17756	397
Rnd1	15	98663421	98677461	-	14041	2
Ccdc65	15	98708207	98723336	+	15130	5
Fkbp11	15	98724370	98728198	-	3829	3
Arf3	15	98736634	98763211	-	26578	407
Wnt10b	15	98770712	98778150	-	7439	51
Wnt1	15	98789857	98793837	+	3981	2
Ddn	15	98803777	98809490	-	5714	4
Prkag1	15	98812797	98831521	-	18725	84
Kmt2d	15	98831669	98871204	-	39536	3898
Rhebl1	15	98877778	98894540	-	16763	18
Dhh	15	98891152	98898540	-	7389	2
Lmbr1l	15	98903917	98918231	-	14315	237
Tuba1b	15	98931425	98934565	-	3141	85
Gm49450	15	98932137	98953551	-	21415	93
Tuba1a	15	98949837	98953703	-	3867	17
Tuba1c	15	99029891	99038110	+	8220	10
Prph	15	99055174	99058978	+	3805	1
Troap	15	99074575	99083409	+	8835	2
C1ql4	15	99084086	99087817	-	3732	0
Dnajc22	15	99099412	99104737	+	5326	3
Spats2	15	99125916	99213215	+	87300	9
Kcnh3	15	99224861	99242817	+	17957	14
Mcrs1	15	99242817	99251961	-	9145	111
Fam186b	15	99271018	99295888	-	24871	6
Prpf40b	15	99295087	99317018	+	21932	12
Fmnl3	15	99317225	99370482	-	53258	189
Tmbim6	15	99392882	99410049	+	17168	2
Nckap5l	15	99422035	99457748	-	35714	320
Bcdin3d	15	99470079	99474730	-	4652	37
Faim2	15	99497012	99528165	-	31154	5
Aqp2	15	99579055	99584547	+	5493	2
Aqp5	15	99590782	99594829	+	4048	0
Aqp6	15	99601400	99605477	+	4078	2
Racgap1	15	99620496	99651656	-	31161	24
Asic1	15	99670368	99701128	+	30761	17
Smarcd1	15	99702129	99713991	+	11863	22
Gm17349	15	99702176	99705490	-	3315	4
Gpd1	15	99717515	99725005	+	7491	1
Cox14	15	99725647	99729532	+	3886	24
Cers5	15	99734881	99772885	-	38005	231
Lima1	15	99778470	99875456	-	96987	17
Fam186a	15	99918348	99967061	-	48714	4
Larp4	15	99970065	100016358	+	46294	14
Dip2b	15	100038664	100219473	+	180810	41
Atf1	15	100227819	100261244	+	33426	5
Tmprss12	15	100280837	100293066	+	12230	1
Mettl7a1	15	100304140	100328662	+	24523	5
Mettl7a3	15	100334929	100340375	+	5447	2
Methig1	15	100353149	100384436	+	31288	2
Mettl7a2	15	100353200	100361840	+	8641	0
Higd1c	15	100364542	100383964	+	19423	2
Slc11a2	15	100387898	100425072	-	37175	68
Gm5475	15	100422147	100428150	+	6004	2
Letmd1	15	100469023	100479164	+	10142	7
Csrnp2	15	100479570	100495488	-	15919	41
Tfcp2	15	100498012	100552008	-	53997	128
Pou6f1	15	100575318	100599984	-	24667	29
Dazap2	15	100615349	100620761	+	5413	4
Smagp	15	100621339	100636940	-	15602	3
Bin2	15	100641077	100669553	-	28477	213
Cela1	15	100674421	100687921	-	13501	3
Galnt6	15	100691813	100729376	-	37564	253
Slc4a8	15	100761747	100823968	+	62222	19
Scn8a	15	100869858	101045938	+	176081	29
Tmdd1	15	101046342	101047397	-	1056	0
Fignl2	15	101050194	101078567	-	28374	3
Ankrd33	15	101115755	101120040	+	4286	0
Acvrl1	15	101128522	101145336	+	16815	1
Acvr1b	15	101174067	101213684	+	39618	1
Grasp	15	101224188	101232756	+	8569	3
Nr4a1	15	101254269	101274795	+	20527	14
Atg101	15	101284272	101290945	+	6674	0
Smim41	15	101293212	101297426	+	4215	0
Krt80	15	101347444	101370162	-	22719	1
Krt7	15	101411103	101430313	+	19211	3
Krt87	15	101431038	101438804	-	7767	1
Krt88	15	101447744	101453907	+	6164	8
Krt81	15	101459061	101463751	-	4691	5
Krt86	15	101473478	101479986	+	6509	2
Krt83	15	101485130	101491512	-	6383	2
Gm49425	15	101515920	101517261	-	1342	0
Krt84	15	101525026	101532820	-	7795	2
Krt82	15	101541214	101550667	-	9454	2
Krt90	15	101552356	101562950	-	10595	4
Krt75	15	101563345	101573904	-	10560	1
Gm5414	15	101624028	101628188	-	4161	1
Gm5478	15	101643020	101647380	-	4361	0
Krt6b	15	101676023	101680287	-	4265	2
Krt6a	15	101689910	101694307	-	4398	0
Krt5	15	101707070	101712898	-	5829	0
Krt71	15	101733949	101743109	-	9161	3
Krt72	15	101776172	101786460	-	10289	2
Krt73	15	101793308	101802346	-	9039	0
Krt2	15	101810689	101818169	-	7481	0
Krt1	15	101845426	101850794	-	5369	0
Krt77	15	101858731	101869705	-	10975	0
Krt76	15	101884351	101892920	-	8570	3
Krt4	15	101918535	101924735	-	6201	0
Krt79	15	101929332	101940324	-	10993	0
Krt78	15	101946001	101954287	-	8287	2
Krt8	15	101996698	102004482	-	7785	3
Krt18	15	102028180	102032027	+	3848	1
Eif4b	15	102073773	102097173	+	23401	2
Tns2	15	102100413	102116401	+	15989	14
Spryd3	15	102116528	102136234	-	19707	96
Igfbp6	15	102144362	102149511	+	5150	1
Soat2	15	102150526	102163469	+	12944	3
Csad	15	102176999	102204256	-	27258	79
Zfp740	15	102203648	102215606	+	11959	7
Itgb7	15	102215995	102231944	-	15950	25
Rarg	15	102234938	102257517	-	22580	119
Gm9918	15	102270563	102274121	+	3559	0
Mfsd5	15	102279454	102281754	+	2301	1
Espl1	15	102296266	102324357	+	28092	4
Pfdn5	15	102326116	102331873	+	5758	1
Myg1	15	102331709	102338139	+	6431	7
Aaas	15	102338252	102350759	-	12508	65
Sp7	15	102356606	102366968	-	10363	1
Sp1	15	102406143	102436404	+	30262	10
Amhr2	15	102445367	102454633	+	9267	0
Prr13	15	102459028	102462806	+	3779	1
Pcbp2	15	102470550	102500061	+	29512	10
Map3k12	15	102497646	102517064	-	19419	9
Gm10337	15	102503722	102503886	+	165	0
Tarbp2	15	102518192	102523676	+	5485	35
Npff	15	102523839	102524621	-	783	15
Gm28047	15	102523843	102625067	-	101225	612
Atf7	15	102525946	102625464	-	99519	584
Atp5g2	15	102662864	102672352	-	9489	80
Calcoco1	15	102706777	102722178	-	15402	34
Hoxc13	15	102921103	102928814	+	7712	3
Hoxc12	15	102936757	102938609	+	1853	0
Hoxc11	15	102954427	102957708	+	3282	0
Hoxc10	15	102966796	102971893	+	5098	0
Hoxc9	15	102976439	102985099	+	8661	3
Hoxc8	15	102990607	102993821	+	3215	0
Hoxc6	15	103009573	103011881	+	2309	1
Hoxc5	15	103013815	103017429	+	3615	0
Hoxc4	15	103018934	103036852	+	17919	1
Smug1	15	103153290	103167092	-	13803	57
Cbx5	15	103191544	103239816	-	48273	144
Hnrnpa1	15	103240432	103246692	+	6261	0
Nfe2	15	103248212	103258403	-	10192	2
Copz1	15	103272714	103299868	+	27155	3
Gpr84	15	103308235	103310612	-	2378	1
Zfp385a	15	103313895	103340093	-	26199	3
Itga5	15	103344286	103366763	-	22478	73
Gtsf1	15	103402405	103430470	-	28066	5
Gtsf2	15	103438957	103448469	-	9513	0
Nckap1l	15	103453799	103498810	+	45012	6
Pde1b	15	103503034	103530052	+	27019	6
Ppp1r1a	15	103530279	103538003	-	7725	1
Glycam1	15	103562762	103565081	-	2320	0
Mucl1	15	103751919	103755469	-	3551	1
Mucl2	15	103895855	103899312	-	3458	2
Olfr161	16	3591042	3599323	+	8282	2
Mefv	16	3707218	3718097	-	10880	1
Zfp263	16	3744093	3750790	+	6698	2
Olfr15	16	3830878	3844747	+	13870	2
Zfp174	16	3847268	3858880	+	11613	8
Zfp597	16	3861528	3872396	-	10869	30
Naa60	16	3872375	3904770	+	32396	61
Gm20695	16	3884648	3919517	+	34870	12
1700037C18Rik	16	3895181	3908689	-	13509	7
Cluap1	16	3908801	3941147	+	32347	13
Nlrc3	16	3945007	3976632	-	31626	49
Slx4	16	3979105	4003770	-	24666	103
Dnase1	16	4036942	4040024	+	3083	73
Trap1	16	4039971	4077827	-	37857	448
Crebbp	16	4081328	4213997	-	132670	940
Adcy9	16	4287529	4420498	-	132970	27
Srl	16	4480216	4523075	-	42860	13
Tfap4	16	4544661	4559854	-	15194	71
Glis2	16	4594713	4615957	+	21245	39
Pam16	16	4616464	4624988	-	8525	68
Coro7	16	4626133	4679777	-	53645	107
Vasn	16	4639941	4650802	+	10862	45
Dnaja3	16	4684070	4707695	+	23626	8
Nmral1	16	4710059	4719356	-	9298	1
Hmox2	16	4726361	4766742	+	40382	50
Cdip1	16	4750348	4790292	-	39945	257
4930562C15Rik	16	4835416	4867686	+	32271	53
Ubald1	16	4874778	4880315	-	5538	107
Mgrn1	16	4886249	4938296	+	52048	10
Nudt16l1	16	4938761	4941032	+	2272	5
Anks3	16	4941436	4964204	-	22769	223
Septin12	16	4986858	4997852	-	10995	2
Smim22	16	5007288	5008309	+	1022	1
Rogdi	16	5008730	5013527	-	4798	5
Glyr1	16	5013909	5049863	-	35955	367
Ubn1	16	5050057	5086289	+	36233	4
Ppl	16	5086291	5132421	-	46131	9
Sec14l5	16	5147109	5187271	+	40163	8
Nagpa	16	5195289	5204012	-	8724	82
AU021092	16	5211823	5222299	-	10477	1
Alg1	16	5233621	5244912	+	11292	43
Eef2kmt	16	5244152	5255983	-	11832	96
Rbfox1	16	5885355	7411526	+	1526172	246
Tmem114	16	8409275	8425136	-	15862	5
Mettl22	16	8470788	8490684	+	19897	0
Abat	16	8513429	8621568	+	108140	34
Tmem186	16	8633229	8637712	-	4484	71
Pmm2	16	8637674	8662467	+	24794	11
Carhsp1	16	8658580	8672155	-	13576	19
Gm5767	16	8680770	8683911	+	3142	14
Usp7	16	8689595	8792308	-	102714	646
1810013L24Rik	16	8830100	8858922	+	28823	2
Grin2a	16	9567898	9994923	-	427026	80
Rpl39l	16	10170226	10174911	+	4686	1
Atf7ip2	16	10192712	10251478	+	58767	8
Emp2	16	10281749	10313968	-	32220	8
Tekt5	16	10357948	10395490	-	37543	5
Nubp1	16	10411948	10424428	+	12481	2
Tvp23a	16	10420557	10447362	-	26806	0
Ciita	16	10480059	10528418	+	48360	29
Dexi	16	10502531	10543054	-	40524	85
Clec16a	16	10545339	10744878	+	199540	42
Socs1	16	10782240	10785536	-	3297	55
Tnp2	16	10787936	10788660	-	725	0
Prm3	16	10790505	10790914	-	410	0
Prm2	16	10791380	10796134	-	4755	0
Prm1	16	10796326	10805839	-	9514	0
Gm11172	16	10812915	10812994	+	80	0
Rmi2	16	10835059	10892966	+	57908	6
Litaf	16	10959275	11066157	-	106883	157
Snn	16	11060945	11074985	+	14041	19
Txndc11	16	11074911	11134650	-	59740	191
Zc3h7a	16	11136592	11176393	-	39802	308
Rsl1d1	16	11192970	11203331	-	10362	262
Gspt1	16	11219292	11254270	-	34979	347
Tnfrsf17	16	11313812	11320074	+	6263	0
Snx29	16	11322908	11755472	+	432565	84
Cpped1	16	11803721	11909445	-	105725	149
Shisa9	16	11984581	12270902	+	286322	55
Ercc4	16	13109684	13150617	+	40934	8
Mrtfb	16	13256481	13417529	+	161049	27
Parn	16	13537960	13668170	-	130211	286
Bfar	16	13671858	13703612	+	31755	10
3110001I22Rik	16	13672020	13678385	+	6366	1
Pla2g10	16	13715057	13730983	-	15927	3
A930007A09Rik	16	13754566	13758537	+	3972	1
Rrn3	16	13780713	13814839	+	34127	10
Ntan1	16	13819251	13835451	+	16201	118
Pdxdc1	16	13833148	13903131	-	69984	234
Mpv17l	16	13903161	13949619	+	46459	9
Ifitm7	16	13981702	13986855	-	5154	0
Bmerb1	16	13986604	14101500	+	114897	16
Marf1	16	14109173	14163351	-	54179	193
Nde1	16	14163275	14192928	+	29654	9
Myh11	16	14194535	14291372	-	96838	9
Fopnl	16	14299244	14317375	-	18132	53
Abcc1	16	14361558	14475737	+	114180	21
A630010A05Rik	16	14562317	14634108	+	71792	15
Snai2	16	14705852	14709385	+	3534	3
Efcab1	16	14906606	14981371	+	74766	5
Gm21897	16	15317458	15318957	+	1500	1
Ube2v2	16	15552077	15595773	-	43697	275
Mcm4	16	15623897	15637400	-	13504	30
Prkdc	16	15637889	15842235	+	204347	39
Mzt2	16	15848441	15863369	-	14929	3
Cebpd	16	15887286	15891031	+	3746	2
Spidr	16	15889224	16146851	-	257628	269
Pkp2	16	16213318	16272712	+	59395	12
Yars2	16	16302965	16309640	+	6676	8
Dnm1l	16	16312230	16358959	-	46730	210
Fgd4	16	16416917	16600549	-	183633	44
Olfr19	16	16672228	16676405	-	4178	0
